0.377118,0.261841
0.457603,0.341975
0.520395,0.390896
0.554151,0.42252
0.571427,0.431789
0.582846,0.431881
0.58885,0.431113
0.597319,0.435317
0.596477,0.438672
0.586753,0.436374
0.589681,0.448952
0.59783,0.466288
0.597987,0.473167
0.603911,0.484554
0.607801,0.490178
0.613034,0.497297
0.616662,0.498248
0.621384,0.50506
0.623388,0.502666
0.628605,0.501571
0.6334,0.506331
0.6354,0.503448
0.640263,0.503085
0.644175,0.50698
0.642156,0.504824
0.644304,0.507526
0.644511,0.50675
0.646915,0.505208
0.651705,0.507687
0.654934,0.50957
0.658633,0.508917
0.661395,0.508739
0.662107,0.50694
0.662792,0.507703
0.663427,0.509369
0.663633,0.509706
0.664783,0.51144
0.664367,0.512328
0.663185,0.513179
0.662071,0.514875
0.663919,0.519669
0.66324,0.520864
0.664266,0.522731
0.663718,0.524536
0.663253,0.526568
0.66213,0.527937
0.663899,0.532151
0.663118,0.533473
0.662065,0.534617
0.660634,0.535359
0.660017,0.536831
0.659512,0.538159
0.656152,0.536823
0.654834,0.537564
0.65446,0.539151
0.65275,0.53925
0.652838,0.541017
0.652444,0.542203
0.652087,0.543322
0.651676,0.544145
0.650498,0.544138
0.650562,0.545072
0.650787,0.545552
0.651017,0.543726
0.651716,0.54349
0.652223,0.543126
0.652052,0.542279
0.652076,0.541899
0.65313,0.543113
0.654037,0.544228
0.654085,0.544178
0.653601,0.542519
0.654137,0.540891
0.654049,0.54003
0.65516,0.540342
0.656379,0.540147
0.656506,0.539864
0.6565,0.540346
0.656652,0.540737
0.656861,0.541058
0.656543,0.540799
0.655934,0.540504
0.65625,0.541025
0.656665,0.541564
0.657019,0.541194
0.657681,0.540163
0.658509,0.53949
0.659062,0.539883
0.658755,0.539265
0.658945,0.540009
0.659403,0.54063
0.659423,0.539909
0.658932,0.539957
0.658568,0.539527
0.658491,0.538831
0.658579,0.538708
0.659666,0.538777
0.659583,0.537874
0.658833,0.537476
0.65886,0.537368
0.657787,0.535769
0.658194,0.534775
0.658843,0.533315
0.658827,0.532869
0.659201,0.532348
0.659529,0.531491
0.660946,0.529988
0.661499,0.530063
0.661961,0.528961
0.662577,0.527873
0.663716,0.527495
0.663871,0.527912
0.663583,0.527467
0.663474,0.527706
0.663146,0.527069
0.663569,0.527353
0.664387,0.527787
0.665156,0.527844
0.665249,0.527524
0.665562,0.527294
0.666134,0.526755
0.66678,0.525368
0.667341,0.524986
0.667965,0.524884
0.667408,0.524475
0.667913,0.525322
0.66832,0.525678
0.668459,0.526091
0.667939,0.525664
0.667756,0.525102
0.667629,0.524619
0.667781,0.525055
0.667733,0.525342
0.667901,0.525771
0.668015,0.526161
0.667792,0.526726
0.668315,0.52811
0.668665,0.529087
0.667771,0.528915
0.667643,0.529319
0.667867,0.53007
0.667345,0.53011
0.667236,0.530074
0.667755,0.531084
0.667624,0.531207
0.666964,0.530667
0.666865,0.530627
0.667019,0.530928
0.667296,0.531297
0.667557,0.53138
0.667662,0.531438
0.667519,0.531195
0.667384,0.530815
0.667482,0.530416
0.667345,0.529936
0.667241,0.529603
0.667291,0.529465
0.667565,0.529516
0.667895,0.529557
0.667573,0.529445
0.667263,0.529517
0.667284,0.52997
0.667583,0.530634
0.667323,0.53036
0.667702,0.530437
0.668012,0.530795
0.667633,0.530467
0.667581,0.530798
0.667881,0.531287
0.667886,0.531672
0.667455,0.531782
0.667169,0.531953
0.667165,0.532405
0.666958,0.532629
0.666921,0.532997
0.666729,0.53331
0.666631,0.533522
0.666498,0.533461
0.666215,0.533233
0.666356,0.533779
0.665537,0.533272
0.665212,0.533105
0.665104,0.53288
0.665125,0.532194
0.665233,0.531799
0.665482,0.531247
0.665442,0.530874
0.66502,0.530546
0.665092,0.530458
0.665581,0.530118
0.666147,0.529591
0.666326,0.529361
0.666527,0.529588
0.666354,0.529426
0.666393,0.528755
0.666705,0.528413
0.667071,0.528098
0.667207,0.52832
0.667299,0.528463
0.667463,0.528339
0.667498,0.528251
0.667604,0.528217
0.667464,0.528007
0.66758,0.5281
0.667299,0.52773
0.666955,0.527
0.666751,0.526761
0.667057,0.526733
0.667753,0.527064
0.667833,0.527024
0.667963,0.526515
0.667568,0.526067
0.667062,0.525753
0.666958,0.526018
0.667061,0.526486
0.666797,0.526622
0.666297,0.526441
0.666507,0.52714
0.666672,0.527733
0.66659,0.527955
0.666878,0.52855
0.667039,0.529132
0.666961,0.529341
0.666935,0.529162
0.667164,0.528889
0.667604,0.528716
0.667606,0.528699
0.667699,0.528257
0.667804,0.527977
0.667637,0.527676
0.667547,0.527798
0.667534,0.527991
0.667077,0.52751
0.667151,0.527221
